region,date,clicked,ignored,opened,reported,sent,open_rate,click_rate,report_rate,false_positive_rate,phishrisk_index,campaign_size
APAC,2025-11-09,22,25,70,4,86,0.813953488372093,0.3142857142857143,0.18181818181818182,0.49019607843137253,0.22603896103896104,86
APAC,2025-11-10,26,15,67,5,86,0.7790697674418605,0.3880597014925373,0.19230769230769232,0.32608695652173914,0.261894374282434,86
APAC,2025-11-11,24,23,68,5,91,0.7472527472527473,0.35294117647058826,0.20833333333333334,0.4423076923076923,0.23536764705882357,91
APAC,2025-11-12,4,10,17,0,21,0.8095238095238095,0.23529411764705882,0.0,0.7142857142857143,0.26441176470588235,21
EMEA,2025-09-28,12,41,85,10,152,0.5592105263157895,0.1411764705882353,0.8333333333333334,0.6507936507936508,0.07764705882352942,152
EMEA,2025-09-29,28,48,141,3,171,0.8245614035087719,0.19858156028368795,0.10714285714285714,0.6075949367088608,0.19600557244174266,171
EMEA,2025-09-30,13,38,130,7,177,0.7344632768361582,0.1,0.5384615384615384,0.6551724137931034,0.05500000000000001,177
EMEA,2025-10-01,24,44,145,14,185,0.7837837837837838,0.16551724137931034,0.5833333333333334,0.5365853658536586,0.0910344827586207,185
EMEA,2025-10-02,21,33,132,10,171,0.7719298245614035,0.1590909090909091,0.47619047619047616,0.515625,0.08750000000000001,171
EMEA,2025-10-03,36,45,140,13,188,0.7446808510638298,0.2571428571428571,0.3611111111111111,0.4787234042553192,0.14142857142857143,188
EMEA,2025-10-04,28,46,123,12,176,0.6988636363636364,0.22764227642276422,0.42857142857142855,0.5348837209302325,0.12520325203252033,176
EMEA,2025-10-05,16,45,138,7,174,0.7931034482758621,0.11594202898550725,0.4375,0.6617647058823529,0.063768115942029,174
EMEA,2025-10-06,21,43,127,11,167,0.7604790419161677,0.16535433070866143,0.5238095238095238,0.5733333333333334,0.0909448818897638,167
EMEA,2025-10-07,24,40,119,10,169,0.7041420118343196,0.20168067226890757,0.4166666666666667,0.5405405405405406,0.11092436974789917,169
EMEA,2025-10-08,20,36,143,6,174,0.8218390804597702,0.13986013986013987,0.3,0.5806451612903226,0.07692307692307694,174
EMEA,2025-10-09,27,38,118,14,159,0.7421383647798742,0.2288135593220339,0.5185185185185185,0.4810126582278481,0.12584745762711866,159
EMEA,2025-10-10,17,37,113,4,146,0.773972602739726,0.1504424778761062,0.23529411764705882,0.6379310344827587,0.11186100989068194,146
EMEA,2025-10-11,27,47,125,12,175,0.7142857142857143,0.216,0.4444444444444444,0.5465116279069767,0.1188,175
EMEA,2025-10-12,26,49,129,12,194,0.6649484536082474,0.20155038759689922,0.46153846153846156,0.5632183908045977,0.11085271317829458,194
EMEA,2025-10-13,25,49,116,8,158,0.7341772151898734,0.21551724137931033,0.32,0.5975609756097561,0.11853448275862069,158
EMEA,2025-10-14,22,47,131,9,176,0.7443181818181818,0.16793893129770993,0.4090909090909091,0.6025641025641025,0.09236641221374046,176
EMEA,2025-10-15,19,39,124,4,164,0.7560975609756098,0.1532258064516129,0.21052631578947367,0.6290322580645161,0.12453735144312394,164
EMEA,2025-10-16,29,45,142,10,191,0.743455497382199,0.20422535211267606,0.3448275862068966,0.5357142857142857,0.11232394366197185,191
EMEA,2025-10-17,21,36,118,7,150,0.7866666666666666,0.17796610169491525,0.3333333333333333,0.5625,0.0978813559322034,150
EMEA,2025-10-18,25,51,114,6,167,0.6826347305389222,0.21929824561403508,0.24,0.6219512195121951,0.1476140350877193,167
EMEA,2025-10-19,33,38,126,11,167,0.7544910179640718,0.2619047619047619,0.3333333333333333,0.4634146341463415,0.14404761904761906,167
EMEA,2025-10-20,16,43,118,9,158,0.7468354430379747,0.13559322033898305,0.5625,0.6323529411764706,0.07457627118644068,158
EMEA,2025-10-21,21,49,124,13,187,0.6631016042780749,0.1693548387096774,0.6190476190476191,0.5903614457831325,0.09314516129032258,187
EMEA,2025-10-22,21,44,141,11,174,0.8103448275862069,0.14893617021276595,0.5238095238095238,0.5789473684210527,0.08191489361702128,174
EMEA,2025-10-23,22,47,126,8,176,0.7159090909090909,0.1746031746031746,0.36363636363636365,0.6103896103896104,0.09603174603174604,176
EMEA,2025-10-24,21,47,129,6,178,0.7247191011235955,0.16279069767441862,0.2857142857142857,0.6351351351351351,0.09596345514950168,178
EMEA,2025-10-25,18,64,146,12,210,0.6952380952380952,0.1232876712328767,0.6666666666666666,0.6808510638297872,0.06780821917808219,210
EMEA,2025-10-26,26,40,135,14,187,0.7219251336898396,0.1925925925925926,0.5384615384615384,0.5,0.10592592592592594,187
EMEA,2025-10-27,23,55,145,8,195,0.7435897435897436,0.15862068965517243,0.34782608695652173,0.6395348837209303,0.08724137931034484,195
EMEA,2025-10-28,24,31,136,15,169,0.8047337278106509,0.17647058823529413,0.625,0.44285714285714284,0.09705882352941178,169
EMEA,2025-10-29,24,54,143,11,207,0.6908212560386473,0.16783216783216784,0.4583333333333333,0.6067415730337079,0.09230769230769231,207
EMEA,2025-10-30,29,48,134,8,172,0.7790697674418605,0.21641791044776118,0.27586206896551724,0.5647058823529412,0.1298919197117859,172
EMEA,2025-10-31,13,45,133,8,179,0.7430167597765364,0.09774436090225563,0.6153846153846154,0.6818181818181818,0.053759398496240604,179
EMEA,2025-11-01,19,48,107,8,165,0.6484848484848484,0.17757009345794392,0.42105263157894735,0.64,0.09766355140186916,165
EMEA,2025-11-02,21,51,115,8,166,0.6927710843373494,0.1826086956521739,0.38095238095238093,0.6375,0.10043478260869566,166
EMEA,2025-11-03,21,45,128,6,169,0.757396449704142,0.1640625,0.2857142857142857,0.625,0.09666294642857144,169
EMEA,2025-11-04,22,40,128,5,171,0.7485380116959064,0.171875,0.22727272727272727,0.5970149253731343,0.12725852272727273,171
EMEA,2025-11-05,24,40,135,13,176,0.7670454545454546,0.17777777777777778,0.5416666666666666,0.5194805194805194,0.09777777777777778,176
EMEA,2025-11-06,18,40,131,11,178,0.7359550561797753,0.13740458015267176,0.6111111111111112,0.5797101449275363,0.07557251908396947,178
EMEA,2025-11-07,17,46,131,12,183,0.7158469945355191,0.1297709923664122,0.7058823529411765,0.6133333333333333,0.07137404580152672,183
EMEA,2025-11-08,29,49,123,14,168,0.7321428571428571,0.23577235772357724,0.4827586206896552,0.532608695652174,0.1296747967479675,168
EMEA,2025-11-09,22,52,121,4,176,0.6875,0.18181818181818182,0.18181818181818182,0.6666666666666666,0.1531818181818182,176
EMEA,2025-11-10,21,47,151,10,203,0.7438423645320197,0.1390728476821192,0.47619047619047616,0.6025641025641025,0.07649006622516556,203
EMEA,2025-11-11,22,51,129,10,176,0.7329545454545454,0.17054263565891473,0.45454545454545453,0.6144578313253012,0.0937984496124031,176
EMEA,2025-11-12,9,14,35,2,40,0.875,0.2571428571428571,0.2222222222222222,0.56,0.17642857142857143,40
LATAM,2025-09-28,6,25,36,3,66,0.5454545454545454,0.16666666666666666,0.5,0.7352941176470589,0.09166666666666667,66
LATAM,2025-09-29,11,33,52,3,87,0.5977011494252874,0.21153846153846154,0.2727272727272727,0.7021276595744681,0.12861888111888112,87
LATAM,2025-09-30,16,46,62,7,117,0.5299145299145299,0.25806451612903225,0.4375,0.6666666666666666,0.14193548387096774,117
LATAM,2025-10-01,11,38,58,4,94,0.6170212765957447,0.1896551724137931,0.36363636363636365,0.7169811320754716,0.10431034482758621,94
LATAM,2025-10-02,12,29,55,8,86,0.6395348837209303,0.21818181818181817,0.6666666666666666,0.5918367346938775,0.12000000000000001,86
LATAM,2025-10-03,12,21,62,5,84,0.7380952380952381,0.1935483870967742,0.4166666666666667,0.5526315789473685,0.10645161290322581,84
LATAM,2025-10-04,6,32,50,3,87,0.5747126436781609,0.12,0.5,0.7804878048780488,0.066,87
LATAM,2025-10-05,6,35,43,5,78,0.5512820512820513,0.13953488372093023,0.8333333333333334,0.7608695652173914,0.07674418604651163,78
LATAM,2025-10-06,7,31,56,3,88,0.6363636363636364,0.125,0.42857142857142855,0.7560975609756098,0.06875,88
LATAM,2025-10-07,13,35,70,7,106,0.660377358490566,0.18571428571428572,0.5384615384615384,0.6363636363636364,0.10214285714285716,106
LATAM,2025-10-08,10,29,49,6,80,0.6125,0.20408163265306123,0.6,0.6444444444444445,0.11224489795918369,80
LATAM,2025-10-09,9,37,54,9,93,0.5806451612903226,0.16666666666666666,1.0,0.6727272727272727,0.09166666666666667,93
LATAM,2025-10-10,15,36,64,9,104,0.6153846153846154,0.234375,0.6,0.6,0.12890625,104
LATAM,2025-10-11,10,39,57,8,102,0.5588235294117647,0.17543859649122806,0.8,0.6842105263157895,0.09649122807017545,102
LATAM,2025-10-12,17,34,63,7,100,0.63,0.2698412698412698,0.4117647058823529,0.5862068965517241,0.1484126984126984,100
LATAM,2025-10-13,7,36,44,11,85,0.5176470588235295,0.1590909090909091,1.5714285714285714,0.6666666666666666,0.08750000000000001,85
LATAM,2025-10-14,10,44,59,4,98,0.6020408163265306,0.1694915254237288,0.4,0.7586206896551724,0.09322033898305085,98
LATAM,2025-10-15,5,36,38,2,78,0.48717948717948717,0.13157894736842105,0.4,0.8372093023255814,0.07236842105263158,78
LATAM,2025-10-16,12,29,57,2,90,0.6333333333333333,0.21052631578947367,0.16666666666666666,0.6744186046511628,0.17578947368421052,90
LATAM,2025-10-17,17,27,45,5,67,0.6716417910447762,0.37777777777777777,0.29411764705882354,0.5510204081632653,0.21042483660130717,67
LATAM,2025-10-18,10,32,50,5,87,0.5747126436781609,0.2,0.5,0.6808510638297872,0.11000000000000001,87
LATAM,2025-10-19,7,38,50,4,89,0.5617977528089888,0.14,0.5714285714285714,0.7755102040816326,0.07700000000000001,89
LATAM,2025-10-20,13,28,65,6,97,0.6701030927835051,0.2,0.46153846153846156,0.5957446808510638,0.11000000000000001,97
LATAM,2025-10-21,10,29,57,4,87,0.6551724137931034,0.17543859649122806,0.4,0.6744186046511628,0.09649122807017545,87
LATAM,2025-10-22,4,39,42,5,81,0.5185185185185185,0.09523809523809523,1.25,0.8125,0.05238095238095238,81
LATAM,2025-10-23,12,44,44,5,89,0.4943820224719101,0.2727272727272727,0.4166666666666667,0.7213114754098361,0.15,89
LATAM,2025-10-24,8,30,53,4,83,0.6385542168674698,0.1509433962264151,0.5,0.7142857142857143,0.08301886792452831,83
LATAM,2025-10-25,13,33,48,2,82,0.5853658536585366,0.2708333333333333,0.15384615384615385,0.6875,0.2147275641025641,82
LATAM,2025-10-26,14,39,52,5,95,0.5473684210526316,0.2692307692307692,0.35714285714285715,0.6724137931034483,0.14807692307692308,95
LATAM,2025-10-27,9,34,47,3,79,0.5949367088607594,0.19148936170212766,0.3333333333333333,0.7391304347826086,0.10531914893617023,79
LATAM,2025-10-28,8,41,43,7,88,0.48863636363636365,0.18604651162790697,0.875,0.7321428571428571,0.10232558139534885,88
LATAM,2025-10-29,15,29,57,7,83,0.6867469879518072,0.2631578947368421,0.4666666666666667,0.5686274509803921,0.14473684210526316,83
LATAM,2025-10-30,8,33,49,2,87,0.5632183908045977,0.16326530612244897,0.25,0.7674418604651163,0.11229591836734693,87
LATAM,2025-10-31,14,40,51,5,92,0.5543478260869565,0.27450980392156865,0.35714285714285715,0.6779661016949152,0.15098039215686276,92
LATAM,2025-11-01,13,18,58,4,78,0.7435897435897436,0.22413793103448276,0.3076923076923077,0.5142857142857142,0.12327586206896553,78
LATAM,2025-11-02,15,31,61,6,95,0.6421052631578947,0.2459016393442623,0.4,0.5961538461538461,0.13524590163934427,95
LATAM,2025-11-03,13,31,66,3,94,0.7021276595744681,0.19696969696969696,0.23076923076923078,0.6595744680851063,0.13948717948717948,94
LATAM,2025-11-04,7,33,55,3,93,0.5913978494623656,0.12727272727272726,0.42857142857142855,0.7674418604651163,0.06999999999999999,93
LATAM,2025-11-05,8,44,50,8,99,0.5050505050505051,0.16,1.0,0.7333333333333333,0.08800000000000001,99
LATAM,2025-11-06,9,40,59,5,94,0.6276595744680851,0.15254237288135594,0.5555555555555556,0.7407407407407407,0.08389830508474577,94
LATAM,2025-11-07,9,38,59,6,100,0.59,0.15254237288135594,0.6666666666666666,0.7169811320754716,0.08389830508474577,100
LATAM,2025-11-08,10,36,55,3,96,0.5729166666666666,0.18181818181818182,0.3,0.7346938775510204,0.1,96
LATAM,2025-11-09,7,26,59,2,85,0.6941176470588235,0.11864406779661017,0.2857142857142857,0.7428571428571429,0.07168280871670704,85
LATAM,2025-11-10,9,30,53,3,78,0.6794871794871795,0.16981132075471697,0.3333333333333333,0.7142857142857143,0.09339622641509435,78
LATAM,2025-11-11,9,38,43,8,88,0.48863636363636365,0.20930232558139536,0.8888888888888888,0.6909090909090909,0.11511627906976746,88
LATAM,2025-11-12,2,6,15,2,15,1.0,0.13333333333333333,1.0,0.6,0.07333333333333333,15
