department,date,clicked,ignored,opened,reported,sent,open_rate,click_rate,report_rate,false_positive_rate,phishrisk_index,campaign_size
Finance,2025-10-13,21,40,76,9,127,0.5984251968503937,0.27631578947368424,0.42857142857142855,0.5714285714285714,0.15197368421052634,127
Finance,2025-10-14,24,34,81,10,112,0.7232142857142857,0.2962962962962963,0.4166666666666667,0.5,0.16296296296296298,112
Finance,2025-10-15,16,27,83,6,111,0.7477477477477478,0.1927710843373494,0.375,0.5510204081632653,0.10602409638554218,111
Finance,2025-10-16,22,28,85,13,125,0.68,0.25882352941176473,0.5909090909090909,0.4444444444444444,0.14235294117647063,125
Finance,2025-10-17,12,28,90,6,111,0.8108108108108109,0.13333333333333333,0.5,0.6086956521739131,0.07333333333333333,111
Finance,2025-10-18,19,48,78,11,127,0.6141732283464567,0.24358974358974358,0.5789473684210527,0.6153846153846154,0.13397435897435897,127
Finance,2025-10-19,18,34,85,9,125,0.68,0.21176470588235294,0.5,0.5573770491803278,0.11647058823529413,125
Finance,2025-10-20,23,37,93,12,134,0.6940298507462687,0.24731182795698925,0.5217391304347826,0.5138888888888888,0.1360215053763441,134
Finance,2025-10-21,14,32,90,10,129,0.6976744186046512,0.15555555555555556,0.7142857142857143,0.5714285714285714,0.08555555555555557,129
Finance,2025-10-22,15,34,103,4,138,0.7463768115942029,0.14563106796116504,0.26666666666666666,0.6415094339622641,0.09509708737864078,138
Finance,2025-10-23,24,36,94,15,126,0.746031746031746,0.2553191489361702,0.625,0.48,0.14042553191489363,126
Finance,2025-10-24,11,36,80,6,118,0.6779661016949152,0.1375,0.5454545454545454,0.6792452830188679,0.07562500000000001,118
Finance,2025-10-25,17,41,96,10,142,0.676056338028169,0.17708333333333334,0.5882352941176471,0.6029411764705882,0.09739583333333335,142
Finance,2025-10-26,26,38,98,8,130,0.7538461538461538,0.2653061224489796,0.3076923076923077,0.5277777777777778,0.1459183673469388,130
Finance,2025-10-27,21,36,89,9,131,0.6793893129770993,0.23595505617977527,0.42857142857142855,0.5454545454545454,0.1297752808988764,131
Finance,2025-10-28,18,28,88,10,121,0.7272727272727273,0.20454545454545456,0.5555555555555556,0.5,0.11250000000000002,121
Finance,2025-10-29,14,28,95,17,123,0.7723577235772358,0.14736842105263157,1.2142857142857142,0.4745762711864407,0.08105263157894736,123
Finance,2025-10-30,28,31,105,15,138,0.7608695652173914,0.26666666666666666,0.5357142857142857,0.4189189189189189,0.14666666666666667,138
Finance,2025-10-31,18,38,85,8,129,0.6589147286821705,0.21176470588235294,0.4444444444444444,0.59375,0.11647058823529413,129
Finance,2025-11-01,52,24,117,10,137,0.8540145985401459,0.4444444444444444,0.19230769230769232,0.27906976744186046,0.2929059829059829,137
Finance,2025-11-02,21,37,82,11,128,0.640625,0.25609756097560976,0.5238095238095238,0.5362318840579711,0.14085365853658538,128
Finance,2025-11-03,20,30,101,13,126,0.8015873015873016,0.19801980198019803,0.65,0.47619047619047616,0.10891089108910892,126
Finance,2025-11-04,14,34,64,12,107,0.5981308411214953,0.21875,0.8571428571428571,0.5666666666666667,0.12031250000000002,107
Finance,2025-11-05,20,24,94,12,118,0.7966101694915254,0.2127659574468085,0.6,0.42857142857142855,0.1170212765957447,118
Finance,2025-11-06,16,30,92,9,123,0.7479674796747967,0.17391304347826086,0.5625,0.5454545454545454,0.09565217391304348,123
Finance,2025-11-07,14,30,63,10,97,0.6494845360824743,0.2222222222222222,0.7142857142857143,0.5555555555555556,0.12222222222222223,97
Finance,2025-11-08,24,31,85,12,117,0.7264957264957265,0.2823529411764706,0.5,0.4626865671641791,0.15529411764705883,117
Finance,2025-11-09,17,42,89,6,130,0.6846153846153846,0.19101123595505617,0.35294117647058826,0.6461538461538462,0.10505617977528091,130
Finance,2025-11-10,28,33,105,15,143,0.7342657342657343,0.26666666666666666,0.5357142857142857,0.4342105263157895,0.14666666666666667,143
Finance,2025-11-11,18,38,86,7,128,0.671875,0.20930232558139536,0.3888888888888889,0.6031746031746031,0.11511627906976746,128
Finance,2025-11-12,5,6,25,3,20,1.25,0.2,0.6,0.42857142857142855,0.11000000000000001,20
IT,2025-09-28,17,22,75,1,102,0.7352941176470589,0.22666666666666666,0.058823529411764705,0.55,0.23319607843137255,102
IT,2025-09-29,19,26,76,3,100,0.76,0.25,0.15789473684210525,0.5416666666666666,0.20144736842105265,100
IT,2025-09-30,25,22,76,4,105,0.7238095238095238,0.32894736842105265,0.16,0.43137254901960786,0.24392105263157898,105
IT,2025-10-01,25,26,74,5,99,0.7474747474747475,0.33783783783783783,0.2,0.4642857142857143,0.2308108108108108,99
IT,2025-10-02,15,18,67,5,90,0.7444444444444445,0.22388059701492538,0.3333333333333333,0.47368421052631576,0.12313432835820896,90
IT,2025-10-03,22,23,75,5,91,0.8241758241758241,0.29333333333333333,0.22727272727272727,0.46,0.1940606060606061,91
IT,2025-10-04,21,30,76,5,107,0.7102803738317757,0.27631578947368424,0.23809523809523808,0.5357142857142857,0.1798308270676692,107
IT,2025-10-05,17,26,62,3,96,0.6458333333333334,0.27419354838709675,0.17647058823529413,0.5652173913043478,0.20639468690702087,96
IT,2025-10-06,58,17,91,4,104,0.875,0.6373626373626373,0.06896551724137931,0.21518987341772153,0.4545149677908299,104
IT,2025-10-07,20,25,59,0,85,0.6941176470588235,0.3389830508474576,0.0,0.5555555555555556,0.3214406779661017,85
IT,2025-10-08,14,30,61,2,85,0.7176470588235294,0.22950819672131148,0.14285714285714285,0.6521739130434783,0.19694379391100703,85
IT,2025-10-09,24,28,74,2,106,0.6981132075471698,0.32432432432432434,0.08333333333333333,0.5185185185185185,0.2758783783783784,106
IT,2025-10-10,26,24,77,8,105,0.7333333333333333,0.33766233766233766,0.3076923076923077,0.41379310344827586,0.18571428571428572,105
IT,2025-10-11,21,26,75,4,98,0.7653061224489796,0.28,0.19047619047619047,0.5098039215686274,0.20328571428571432,98
IT,2025-10-12,14,35,68,6,110,0.6181818181818182,0.20588235294117646,0.42857142857142855,0.6363636363636364,0.11323529411764706,110
IT,2025-10-13,16,31,75,3,101,0.7425742574257426,0.21333333333333335,0.1875,0.62,0.16795833333333335,101
IT,2025-10-14,28,30,76,3,111,0.6846846846846847,0.3684210526315789,0.10714285714285714,0.4918032786885246,0.2894172932330827,111
IT,2025-10-15,30,32,79,7,110,0.7181818181818181,0.379746835443038,0.23333333333333334,0.463768115942029,0.23886075949367092,110
IT,2025-10-16,20,21,74,5,97,0.7628865979381443,0.2702702702702703,0.25,0.45652173913043476,0.17114864864864865,97
IT,2025-10-17,26,32,73,8,100,0.73,0.3561643835616438,0.3076923076923077,0.48484848484848486,0.1958904109589041,100
IT,2025-10-18,17,29,74,8,109,0.6788990825688074,0.22972972972972974,0.47058823529411764,0.5370370370370371,0.12635135135135137,109
IT,2025-10-19,20,34,59,6,93,0.6344086021505376,0.3389830508474576,0.3,0.5666666666666667,0.1864406779661017,93
IT,2025-10-20,15,25,80,4,109,0.7339449541284404,0.1875,0.26666666666666666,0.5681818181818182,0.11812500000000001,109
IT,2025-10-21,18,24,70,1,89,0.7865168539325843,0.2571428571428571,0.05555555555555555,0.5581395348837209,0.25142857142857145,89
IT,2025-10-22,22,25,72,2,98,0.7346938775510204,0.3055555555555556,0.09090909090909091,0.5102040816326531,0.2621464646464646,98
IT,2025-10-23,14,32,77,4,114,0.6754385964912281,0.18181818181818182,0.2857142857142857,0.64,0.10642857142857144,114
IT,2025-10-24,23,31,73,5,104,0.7019230769230769,0.3150684931506849,0.21739130434782608,0.5254237288135594,0.21046158427635497,104
IT,2025-10-25,24,26,75,7,101,0.7425742574257426,0.32,0.2916666666666667,0.45614035087719296,0.17975,101
IT,2025-10-26,22,25,64,5,90,0.7111111111111111,0.34375,0.22727272727272727,0.4807692307692308,0.22178977272727274,90
IT,2025-10-27,17,29,59,4,86,0.686046511627907,0.288135593220339,0.23529411764705882,0.58,0.18759222333001,86
IT,2025-10-28,22,23,56,4,81,0.691358024691358,0.39285714285714285,0.18181818181818182,0.46938775510204084,0.26925324675324674,81
IT,2025-10-29,19,24,68,3,102,0.6666666666666666,0.27941176470588236,0.15789473684210525,0.5217391304347826,0.21762383900928794,102
IT,2025-10-30,24,36,63,7,91,0.6923076923076923,0.38095238095238093,0.2916666666666667,0.5373134328358209,0.2132738095238095,91
IT,2025-10-31,28,21,70,3,98,0.7142857142857143,0.4,0.10714285714285714,0.40384615384615385,0.30678571428571433,98
IT,2025-11-01,22,26,79,4,102,0.7745098039215687,0.27848101265822783,0.18181818181818182,0.5,0.20634637514384352,102
IT,2025-11-02,16,28,82,3,110,0.7454545454545455,0.1951219512195122,0.1875,0.5957446808510638,0.15794207317073172,110
IT,2025-11-03,26,28,88,4,116,0.7586206896551724,0.29545454545454547,0.15384615384615385,0.4827586206896552,0.22826923076923078,116
IT,2025-11-04,20,27,67,4,94,0.7127659574468085,0.29850746268656714,0.2,0.5294117647058824,0.20917910447761193,94
IT,2025-11-05,30,33,77,3,112,0.6875,0.38961038961038963,0.1,0.5,0.30428571428571427,112
IT,2025-11-06,18,30,71,7,102,0.696078431372549,0.2535211267605634,0.3888888888888889,0.5454545454545454,0.13943661971830987,102
IT,2025-11-07,17,19,79,2,96,0.8229166666666666,0.21518987341772153,0.11764705882352941,0.5,0.20041325390915862,96
IT,2025-11-08,25,27,75,3,112,0.6696428571428571,0.3333333333333333,0.12,0.4909090909090909,0.26433333333333336,112
IT,2025-11-09,22,25,70,4,86,0.813953488372093,0.3142857142857143,0.18181818181818182,0.49019607843137253,0.22603896103896104,86
IT,2025-11-10,26,15,67,5,86,0.7790697674418605,0.3880597014925373,0.19230769230769232,0.32608695652173914,0.261894374282434,86
IT,2025-11-11,24,23,68,5,91,0.7472527472527473,0.35294117647058826,0.20833333333333334,0.4423076923076923,0.23536764705882357,91
IT,2025-11-12,4,10,17,0,21,0.8095238095238095,0.23529411764705882,0.0,0.7142857142857143,0.26441176470588235,21
Operations,2025-09-28,7,36,46,5,99,0.46464646464646464,0.15217391304347827,0.7142857142857143,0.75,0.08369565217391306,99
Operations,2025-09-29,25,38,93,3,119,0.7815126050420168,0.26881720430107525,0.12,0.5757575757575758,0.2288494623655914,119
Operations,2025-09-30,9,33,67,4,106,0.6320754716981132,0.13432835820895522,0.4444444444444444,0.717391304347826,0.07388059701492537,106
Operations,2025-10-01,17,39,65,7,103,0.6310679611650486,0.26153846153846155,0.4117647058823529,0.6190476190476191,0.14384615384615387,103
Operations,2025-10-02,16,26,73,7,100,0.73,0.2191780821917808,0.4375,0.5306122448979592,0.12054794520547946,100
Operations,2025-10-03,26,34,77,8,115,0.6695652173913044,0.33766233766233766,0.3076923076923077,0.5,0.18571428571428572,115
Operations,2025-10-04,21,38,73,6,115,0.6347826086956522,0.2876712328767123,0.2857142857142857,0.5846153846153846,0.16464774951076322,115
Operations,2025-10-05,12,35,64,6,96,0.6666666666666666,0.1875,0.5,0.660377358490566,0.10312500000000001,96
Operations,2025-10-06,17,29,82,9,109,0.7522935779816514,0.2073170731707317,0.5294117647058824,0.5272727272727272,0.11402439024390244,109
Operations,2025-10-07,17,32,62,5,99,0.6262626262626263,0.27419354838709675,0.29411764705882354,0.5925925925925926,0.15345351043643263,99
Operations,2025-10-08,19,30,80,6,105,0.7619047619047619,0.2375,0.3157894736842105,0.5454545454545454,0.130625,105
Operations,2025-10-09,17,26,61,8,96,0.6354166666666666,0.2786885245901639,0.47058823529411764,0.5098039215686274,0.15327868852459017,96
Operations,2025-10-10,12,29,55,3,78,0.7051282051282052,0.21818181818181817,0.25,0.6590909090909091,0.14250000000000002,78
Operations,2025-10-11,19,38,75,8,115,0.6521739130434783,0.25333333333333335,0.42105263157894735,0.5846153846153846,0.13933333333333336,115
Operations,2025-10-12,19,34,69,6,116,0.5948275862068966,0.2753623188405797,0.3157894736842105,0.576271186440678,0.15144927536231886,116
Operations,2025-10-13,21,38,61,5,93,0.6559139784946236,0.3442622950819672,0.23809523809523808,0.59375,0.21720140515222483,93
Operations,2025-10-14,18,33,73,3,109,0.6697247706422018,0.2465753424657534,0.16666666666666666,0.6111111111111112,0.19561643835616438,109
Operations,2025-10-15,14,29,73,2,99,0.7373737373737373,0.1917808219178082,0.14285714285714285,0.6444444444444445,0.17619373776908023,99
Operations,2025-10-16,24,36,87,6,128,0.6796875,0.27586206896551724,0.25,0.5454545454545454,0.17422413793103447,128
Operations,2025-10-17,19,32,69,6,96,0.71875,0.2753623188405797,0.3157894736842105,0.5614035087719298,0.15144927536231886,96
Operations,2025-10-18,20,44,75,4,121,0.6198347107438017,0.26666666666666666,0.2,0.6470588235294118,0.19166666666666665,121
Operations,2025-10-19,27,29,75,6,103,0.7281553398058253,0.36,0.2222222222222222,0.46774193548387094,0.233,103
Operations,2025-10-20,12,33,59,4,91,0.6483516483516484,0.2033898305084746,0.3333333333333333,0.673469387755102,0.11186440677966103,91
Operations,2025-10-21,15,40,60,8,108,0.5555555555555556,0.25,0.5333333333333333,0.6349206349206349,0.1375,108
Operations,2025-10-22,16,30,75,8,101,0.7425742574257426,0.21333333333333335,0.5,0.5555555555555556,0.11733333333333335,101
Operations,2025-10-23,14,40,71,5,109,0.6513761467889908,0.19718309859154928,0.35714285714285715,0.6779661016949152,0.10845070422535212,109
Operations,2025-10-24,13,40,75,5,120,0.625,0.17333333333333334,0.38461538461538464,0.6896551724137931,0.09533333333333334,120
Operations,2025-10-25,13,51,77,6,130,0.5923076923076923,0.16883116883116883,0.46153846153846156,0.7285714285714285,0.09285714285714286,130
Operations,2025-10-26,17,38,72,6,118,0.6101694915254238,0.2361111111111111,0.35294117647058826,0.6229508196721312,0.12986111111111112,118
Operations,2025-10-27,20,42,82,7,120,0.6833333333333333,0.24390243902439024,0.35,0.6086956521739131,0.13414634146341464,120
Operations,2025-10-28,16,25,80,8,105,0.7619047619047619,0.2,0.5,0.5102040816326531,0.11000000000000001,105
Operations,2025-10-29,19,43,73,4,126,0.5793650793650794,0.2602739726027397,0.21052631578947367,0.6515151515151515,0.18341384282624368,126
Operations,2025-10-30,23,40,72,5,106,0.6792452830188679,0.3194444444444444,0.21739130434782608,0.5882352941176471,0.2128683574879227,106
Operations,2025-10-31,10,33,74,6,104,0.7115384615384616,0.13513513513513514,0.6,0.673469387755102,0.07432432432432433,104
Operations,2025-11-01,17,36,62,6,111,0.5585585585585585,0.27419354838709675,0.35294117647058826,0.6101694915254238,0.15080645161290324,111
Operations,2025-11-02,16,39,68,6,103,0.6601941747572816,0.23529411764705882,0.375,0.639344262295082,0.12941176470588237,103
Operations,2025-11-03,16,36,69,5,105,0.6571428571428571,0.2318840579710145,0.3125,0.631578947368421,0.127536231884058,105
Operations,2025-11-04,17,31,58,5,91,0.6373626373626373,0.29310344827586204,0.29411764705882354,0.5849056603773585,0.16385395537525352,91
Operations,2025-11-05,16,29,73,7,103,0.7087378640776699,0.2191780821917808,0.4375,0.5576923076923077,0.12054794520547946,103
Operations,2025-11-06,14,36,67,6,109,0.6146788990825688,0.208955223880597,0.42857142857142855,0.6428571428571429,0.11492537313432837,109
Operations,2025-11-07,11,34,64,8,102,0.6274509803921569,0.171875,0.7272727272727273,0.6415094339622641,0.09453125000000001,102
Operations,2025-11-08,20,37,60,9,93,0.6451612903225806,0.3333333333333333,0.45,0.5606060606060606,0.18333333333333335,93
Operations,2025-11-09,16,40,61,3,108,0.5648148148148148,0.26229508196721313,0.1875,0.6779661016949152,0.19488729508196723,108
Operations,2025-11-10,16,37,80,6,115,0.6956521739130435,0.2,0.375,0.6271186440677966,0.11000000000000001,115
Operations,2025-11-11,19,39,81,6,116,0.6982758620689655,0.2345679012345679,0.3157894736842105,0.609375,0.12901234567901235,116
Operations,2025-11-12,7,9,20,1,26,0.7692307692307693,0.35,0.14285714285714285,0.5294117647058824,0.26321428571428573,26
People,2025-09-28,3,12,40,4,56,0.7142857142857143,0.075,1.3333333333333333,0.631578947368421,0.04125,56
People,2025-09-29,6,19,44,3,64,0.6875,0.13636363636363635,0.5,0.6785714285714286,0.075,64
People,2025-09-30,5,9,59,8,70,0.8428571428571429,0.0847457627118644,1.6,0.4090909090909091,0.046610169491525424,70
People,2025-10-01,6,21,60,4,80,0.75,0.1,0.6666666666666666,0.6774193548387096,0.05500000000000001,80
People,2025-10-02,7,16,48,5,61,0.7868852459016393,0.14583333333333334,0.7142857142857143,0.5714285714285714,0.08020833333333334,61
People,2025-10-03,9,10,47,7,61,0.7704918032786885,0.19148936170212766,0.7777777777777778,0.38461538461538464,0.10531914893617023,61
People,2025-10-04,5,15,40,4,56,0.7142857142857143,0.125,0.8,0.625,0.06875,56
People,2025-10-05,4,12,40,5,53,0.7547169811320755,0.1,1.25,0.5714285714285714,0.05500000000000001,53
People,2025-10-06,7,11,65,7,75,0.8666666666666667,0.1076923076923077,1.0,0.44,0.05923076923076924,75
People,2025-10-07,34,2,67,6,69,0.9710144927536232,0.5074626865671642,0.17647058823529413,0.047619047619047616,0.334692712906058,69
People,2025-10-08,5,15,52,10,67,0.7761194029850746,0.09615384615384616,2.0,0.5,0.05288461538461539,67
People,2025-10-09,6,9,49,6,61,0.8032786885245902,0.12244897959183673,1.0,0.42857142857142855,0.0673469387755102,61
People,2025-10-10,15,10,74,11,85,0.8705882352941177,0.20270270270270271,0.7333333333333333,0.2777777777777778,0.1114864864864865,85
People,2025-10-11,7,12,54,6,66,0.8181818181818182,0.12962962962962962,0.8571428571428571,0.48,0.0712962962962963,66
People,2025-10-12,11,14,65,7,90,0.7222222222222222,0.16923076923076924,0.6363636363636364,0.4375,0.09307692307692308,90
People,2025-10-13,7,10,59,6,62,0.9516129032258065,0.11864406779661017,0.8571428571428571,0.43478260869565216,0.0652542372881356,62
People,2025-10-14,5,10,46,1,54,0.8518518518518519,0.10869565217391304,0.2,0.625,0.10478260869565217,54
People,2025-10-15,5,11,55,10,69,0.7971014492753623,0.09090909090909091,2.0,0.4230769230769231,0.05,69
People,2025-10-16,5,10,50,7,65,0.7692307692307693,0.1,1.4,0.45454545454545453,0.05500000000000001,65
People,2025-10-17,4,15,51,8,66,0.7727272727272727,0.0784313725490196,2.0,0.5555555555555556,0.04313725490196079,66
People,2025-10-18,3,12,44,7,52,0.8461538461538461,0.06818181818181818,2.3333333333333335,0.5454545454545454,0.0375,52
People,2025-10-19,9,9,51,6,66,0.7727272727272727,0.17647058823529413,0.6666666666666666,0.375,0.09705882352941178,66
People,2025-10-20,8,7,57,4,61,0.9344262295081968,0.14035087719298245,0.5,0.3684210526315789,0.07719298245614035,61
People,2025-10-21,8,8,62,9,71,0.8732394366197183,0.12903225806451613,1.125,0.32,0.07096774193548387,71
People,2025-10-22,6,14,55,6,76,0.7236842105263158,0.10909090909090909,1.0,0.5384615384615384,0.060000000000000005,76
People,2025-10-23,8,12,59,6,69,0.855072463768116,0.13559322033898305,0.75,0.46153846153846156,0.07457627118644068,69
People,2025-10-24,9,6,49,9,55,0.8909090909090909,0.1836734693877551,1.0,0.25,0.10102040816326532,55
People,2025-10-25,6,8,51,6,61,0.8360655737704918,0.11764705882352941,1.0,0.4,0.06470588235294118,61
People,2025-10-26,10,13,63,12,76,0.8289473684210527,0.15873015873015872,1.2,0.37142857142857144,0.08730158730158731,76
People,2025-10-27,5,16,58,10,79,0.7341772151898734,0.08620689655172414,2.0,0.5161290322580645,0.04741379310344828,79
People,2025-10-28,8,15,56,3,69,0.8115942028985508,0.14285714285714285,0.375,0.5769230769230769,0.07857142857142857,69
People,2025-10-29,6,16,53,5,73,0.726027397260274,0.11320754716981132,0.8333333333333334,0.5925925925925926,0.06226415094339623,73
People,2025-10-30,14,10,59,16,70,0.8428571428571429,0.23728813559322035,1.1428571428571428,0.25,0.1305084745762712,70
People,2025-10-31,12,14,53,4,71,0.7464788732394366,0.22641509433962265,0.3333333333333333,0.4666666666666667,0.12452830188679247,71
People,2025-11-01,6,13,57,6,69,0.8260869565217391,0.10526315789473684,1.0,0.52,0.05789473684210526,69
People,2025-11-02,13,6,57,6,63,0.9047619047619048,0.22807017543859648,0.46153846153846156,0.24,0.12543859649122807,63
People,2025-11-03,10,9,58,8,69,0.8405797101449275,0.1724137931034483,0.8,0.3333333333333333,0.09482758620689656,69
People,2025-11-04,5,12,43,7,55,0.7818181818181819,0.11627906976744186,1.4,0.5,0.06395348837209303,55
People,2025-11-05,9,11,59,5,71,0.8309859154929577,0.15254237288135594,0.5555555555555556,0.44,0.08389830508474577,71
People,2025-11-06,6,15,52,8,71,0.7323943661971831,0.11538461538461539,1.3333333333333333,0.5172413793103449,0.06346153846153847,71
People,2025-11-07,10,13,52,9,65,0.8,0.19230769230769232,0.9,0.40625,0.10576923076923078,65
People,2025-11-08,8,18,45,8,67,0.6716417910447762,0.17777777777777778,1.0,0.5294117647058824,0.09777777777777778,67
People,2025-11-09,9,11,45,10,58,0.7758620689655172,0.2,1.1111111111111112,0.36666666666666664,0.11000000000000001,58
People,2025-11-10,7,12,61,7,73,0.8356164383561644,0.11475409836065574,1.0,0.46153846153846156,0.06311475409836066,73
People,2025-11-11,7,11,55,10,70,0.7857142857142857,0.12727272727272726,1.4285714285714286,0.39285714285714285,0.06999999999999999,70
People,2025-11-12,2,5,12,1,10,1.2,0.16666666666666666,0.5,0.625,0.09166666666666667,10
Sales,2025-09-28,6,25,36,3,66,0.5454545454545454,0.16666666666666666,0.5,0.7352941176470589,0.09166666666666667,66
Sales,2025-09-29,11,33,52,3,87,0.5977011494252874,0.21153846153846154,0.2727272727272727,0.7021276595744681,0.12861888111888112,87
Sales,2025-09-30,16,46,62,7,117,0.5299145299145299,0.25806451612903225,0.4375,0.6666666666666666,0.14193548387096774,117
Sales,2025-10-01,11,38,58,4,94,0.6170212765957447,0.1896551724137931,0.36363636363636365,0.7169811320754716,0.10431034482758621,94
Sales,2025-10-02,12,29,55,8,86,0.6395348837209303,0.21818181818181817,0.6666666666666666,0.5918367346938775,0.12000000000000001,86
Sales,2025-10-03,12,21,62,5,84,0.7380952380952381,0.1935483870967742,0.4166666666666667,0.5526315789473685,0.10645161290322581,84
Sales,2025-10-04,6,32,50,3,87,0.5747126436781609,0.12,0.5,0.7804878048780488,0.066,87
Sales,2025-10-05,6,35,43,5,78,0.5512820512820513,0.13953488372093023,0.8333333333333334,0.7608695652173914,0.07674418604651163,78
Sales,2025-10-06,7,31,56,3,88,0.6363636363636364,0.125,0.42857142857142855,0.7560975609756098,0.06875,88
Sales,2025-10-07,13,35,70,7,106,0.660377358490566,0.18571428571428572,0.5384615384615384,0.6363636363636364,0.10214285714285716,106
Sales,2025-10-08,10,29,49,6,80,0.6125,0.20408163265306123,0.6,0.6444444444444445,0.11224489795918369,80
Sales,2025-10-09,9,37,54,9,93,0.5806451612903226,0.16666666666666666,1.0,0.6727272727272727,0.09166666666666667,93
Sales,2025-10-10,15,36,64,9,104,0.6153846153846154,0.234375,0.6,0.6,0.12890625,104
Sales,2025-10-11,10,39,57,8,102,0.5588235294117647,0.17543859649122806,0.8,0.6842105263157895,0.09649122807017545,102
Sales,2025-10-12,17,34,63,7,100,0.63,0.2698412698412698,0.4117647058823529,0.5862068965517241,0.1484126984126984,100
Sales,2025-10-13,7,36,44,11,85,0.5176470588235295,0.1590909090909091,1.5714285714285714,0.6666666666666666,0.08750000000000001,85
Sales,2025-10-14,10,44,59,4,98,0.6020408163265306,0.1694915254237288,0.4,0.7586206896551724,0.09322033898305085,98
Sales,2025-10-15,5,36,38,2,78,0.48717948717948717,0.13157894736842105,0.4,0.8372093023255814,0.07236842105263158,78
Sales,2025-10-16,12,29,57,2,90,0.6333333333333333,0.21052631578947367,0.16666666666666666,0.6744186046511628,0.17578947368421052,90
Sales,2025-10-17,17,27,45,5,67,0.6716417910447762,0.37777777777777777,0.29411764705882354,0.5510204081632653,0.21042483660130717,67
Sales,2025-10-18,10,32,50,5,87,0.5747126436781609,0.2,0.5,0.6808510638297872,0.11000000000000001,87
Sales,2025-10-19,7,38,50,4,89,0.5617977528089888,0.14,0.5714285714285714,0.7755102040816326,0.07700000000000001,89
Sales,2025-10-20,13,28,65,6,97,0.6701030927835051,0.2,0.46153846153846156,0.5957446808510638,0.11000000000000001,97
Sales,2025-10-21,10,29,57,4,87,0.6551724137931034,0.17543859649122806,0.4,0.6744186046511628,0.09649122807017545,87
Sales,2025-10-22,4,39,42,5,81,0.5185185185185185,0.09523809523809523,1.25,0.8125,0.05238095238095238,81
Sales,2025-10-23,12,44,44,5,89,0.4943820224719101,0.2727272727272727,0.4166666666666667,0.7213114754098361,0.15,89
Sales,2025-10-24,8,30,53,4,83,0.6385542168674698,0.1509433962264151,0.5,0.7142857142857143,0.08301886792452831,83
Sales,2025-10-25,13,33,48,2,82,0.5853658536585366,0.2708333333333333,0.15384615384615385,0.6875,0.2147275641025641,82
Sales,2025-10-26,14,39,52,5,95,0.5473684210526316,0.2692307692307692,0.35714285714285715,0.6724137931034483,0.14807692307692308,95
Sales,2025-10-27,9,34,47,3,79,0.5949367088607594,0.19148936170212766,0.3333333333333333,0.7391304347826086,0.10531914893617023,79
Sales,2025-10-28,8,41,43,7,88,0.48863636363636365,0.18604651162790697,0.875,0.7321428571428571,0.10232558139534885,88
Sales,2025-10-29,15,29,57,7,83,0.6867469879518072,0.2631578947368421,0.4666666666666667,0.5686274509803921,0.14473684210526316,83
Sales,2025-10-30,8,33,49,2,87,0.5632183908045977,0.16326530612244897,0.25,0.7674418604651163,0.11229591836734693,87
Sales,2025-10-31,14,40,51,5,92,0.5543478260869565,0.27450980392156865,0.35714285714285715,0.6779661016949152,0.15098039215686276,92
Sales,2025-11-01,13,18,58,4,78,0.7435897435897436,0.22413793103448276,0.3076923076923077,0.5142857142857142,0.12327586206896553,78
